date	barCode	description	sellingPrice	landingPrice	quantity	partyName	withBox
06 Jul 2021	7790	TSHIRT	260	151	6	MH	0
06 Jul 2021	7791	TSHIRT	180	81	15	MH	0
06 Jul 2021	7792	KIDS PLAZZO	265	138	14	MH	0
06 Jul 2021	7793	PLAZZO PANT	150	75	6	MH	0
06 Jul 2021	7794	CAP	50	31	3	SE	0
06 Jul 2021	7795	CAP	50	31	1	SE	0
06 Jul 2021	7796	LEATHER COAT	2660	1562	2	CH	0
06 Jul 2021	7797	LEATHER COAT	1880	1260	4	CH	0
06 Jul 2021	7798	LEATHER COAT	2750	1827	2	CH	0
06 Jul 2021	7799	PLAZZO SET	1180	695	4	BG	0
06 Jul 2021	7800	PLAZZO SET	510	301	4	BG	0
06 Jul 2021	7801	PLAZZO SET	500	294	4	BG	0
06 Jul 2021	7802	PLAZZO SET	760	448	5	BG	0
06 Jul 2021	7803	PLAZZO SET	910	535	4	BG	0
06 Jul 2021	7804	PLAZZO SET	930	548	3	BG	0
06 Jul 2021	7805	PLAZZO SET	500	594	4	BG	0
06 Jul 2021	7806	PLAZZO SET	900	529	3	BG	0
06 Jul 2021	7807	PLAZZO SET	1230	724	4	BG	0
06 Jul 2021	7808	PLAZZO SET	1160	681	4	BG	0
06 Jul 2021	7809	PLAZZO SET	1230	723	4	BG	0
06 Jul 2021	7810	PLAZZO SET	1270	748	4	BG	0
06 Jul 2021	7811	KANIKA PATILA	745	466	94	PF	0
06 Jul 2021	7812	FROCK	2000	1178	5	bg	1
06 Jul 2021	7814	BOYS SHIRT	625	466	1	M	0
06 Jul 2021	7816	WESTERN	1550	1014	1	MG	1
06 Jul 2021	7817	WESTERN	1550	1014	1	MG	0
06 Jul 2021	7818	WESTERN	995	630	1	MH	0
06 Jul 2021	7819	WESTERN	995	630	1	mh	0
06 Jul 2021	7820	WESTERN	795	516	1	mh	0
06 Jul 2021	7821	WESTERN	960	655	1	MH	0
06 Jul 2021	7822	KIDS WEAR	1370	875	1	MH	0
06 Jul 2021	7823	SHIRT	425	264	2	MH	0
06 Jul 2021	7824	KIDS WEAR	1550	945	1	MH	0
06 Jul 2021	7825	KIDS WEAR	1095	768	1	MH	1
06 Jul 2021	7826	WESTERN	820	504	1	MH	1
06 Jul 2021	7827	WESTERN	1135	705	2	MH	1
06 Jul 2021	7828	WESTERN	1170	680	1	MH	1
06 Jul 2021	7830	WESTERN	1110	655	2	MH	1
06 Jul 2021	7831	WESTERN	1000	630	1	MH	1
06 Jul 2021	7832	WESTERN	1110	655	2	MH	1
06 Jul 2021	7833	KIDS WEAR	680	504	1	M	1
06 Jul 2021	7834	KIDS WEAR	1770	1039	1	MH	1
06 Jul 2021	7835	BOYS SHIRT	450	264	1	MH	0
06 Jul 2021	7836	PANT	855	529	1	MH	0
06 Jul 2021	7837	BOYS SHIRT	460	283	1	MH	0
06 Jul 2021	7838	PANT	495	315	1	MH	0
06 Jul 2021	7839	SWEAT SHIRT	430	245	1	VL	0
06 Jul 2021	7840	TSHIRT	450	264	1	MG	0
06 Jul 2021	7841	SHIRT	495	333	1	RK	0
06 Jul 2021	7842	TOP	495	308	1	GT	0
06 Jul 2021	7843	TOP	465	264	1	BG	0
06 Jul 2021	7844	COAT	585	371	1	CH	0
06 Jul 2021	7845	KIDS WEAR	485	296	1	MH	0
06 Jul 2021	7846	KIDS WEAR	875	535	1	MH	0
06 Jul 2021	7847	KIDS WEAR	345	245	1	MH	0
06 Jul 2021	7848	VEIL	500	302	1	CH	0
06 Jul 2021	7849	SWEAT SHIRT	480	264	2	CH	0
06 Jul 2021	7851	MIDDY SET	1050	623	1	BG	0
06 Jul 2021	7852	NIGHTY	295	176	1	BG	0
06 Jul 2021	7854	PLAZZO PANT	280	167	2	VL	0
06 Jul 2021	7855	PLAZZO PANT	345	176	1	CH	0
06 Jul 2021	7856	NIGHTY	265	163	4	CH	0
06 Jul 2021	7857	SHORTS	265	163	2	CH	0
06 Jul 2021	7858	TSHIRT	292	176	1	MG	0
06 Jul 2021	7859	KIDS WEAR	345	245	1	CH	0
06 Jul 2021	7860	TSHIRT	425	264	1	CH	0
06 Jul 2021	7861	TSHIRT	425	264	2	CH	0
06 Jul 2021	7862	PLAZZO PANT	280	176	0	VL	0
06 Jul 2021	7863	FROCK	1795	1127	1	HC	0
06 Jul 2021	7864	JEGGINGS	340	239	1	VL	0
06 Jul 2021	7865	TSHIRT	180	107	10	JN	0
06 Jul 2021	7866	CAP	165	100	2	SV	0
06 Jul 2021	7867	ANKLE LEGGINGS	340	207	1	VN	0
06 Jul 2021	7868	KIDS WEAR	880	693	1	MH	0
06 Jul 2021	7869	KIDS WEAR	435	264	1	MH	0
06 Jul 2021	7870	GLOVES	120	63	2	CH	0
06 Jul 2021	7871	GLOVES	120	63	1	CH	0
06 Jul 2021	7872	SHORT TOP	550	302	3	CH	0
06 Jul 2021	7873	TSHIRT	430	245	1	CH	0
06 Jul 2021	7874	3/4 SHORTS	380	226	1	MH	0
06 Jul 2021	7875	PANT	495	277	2	N	0
06 Jul 2021	7876	NIGHT PANT	420	245	1	MH	0
06 Jul 2021	7877	3/4 SHORTS	380	226	2	MH	0
06 Jul 2021	7878	DHOTI	170	100	15	CH	0
06 Jul 2021	7879	DHOTI	200	107	3	CH	0
06 Jul 2021	7880	RAIN COAT	660	409	1	CH	0
06 Jul 2021	7881	T SHIRT	425	264	1	MH	0
06 Jul 2021	7882	LEATHER COAT	3000	1764	1	CH	0
06 Jul 2021	7883	PATAYALA PANT	170	100	1	CH	0
06 Jul 2021	7884	LEGGINGS	110	35	13	CH	0
06 Jul 2021	7885	UMBRELLA	295	176	7	CH	0
06 Jul 2021	7886	UMBRELLA	180	119	8	CH	0
06 Jul 2021	7887	UMBRELLA	220	138	6	CH	0
06 Jul 2021	7888	GIRLS T SHIRT	225	113	56	RAO	0
06 Jul 2021	7889	GIRLS T SHIRT	245	144	24	RAO	0
06 Jul 2021	7890	GIRLS T SHIRT	215	107	67	RAO	0
06 Jul 2021	7891	SHORTS	370	220	15	MH	0
06 Jul 2021	7892	CAP	95	567	6	SV	0
06 Jul 2021	7893	WOOLLEN	495	396	2	MH	0
06 Jul 2021	7894	WOOLLEN	510	302	1	CH	0
06 Jul 2021	7895	WOOLLEN	495	308	1	CH	0
06 Jul 2021	7896	WOOLLEN	585	359	2	CH	0
06 Jul 2021	7897	WOOLLEN	435	264	2	SV	0
06 Jul 2021	7898	WOOLLEN	520	308	2	SV	0
06 Jul 2021	7899	WOOLLEN	295	296	4	CH	0
06 Jul 2021	7900	WOOLLEN	225	100	3	SH	0
06 Jul 2021	7901	WOOLLEN	430	264	5	CH	0
06 Jul 2021	7902	WOOLLEN	195	138	5	SH	0
06 Jul 2021	7903	WOOLLEN	580	352	2	SH	0
06 Jul 2021	7904	WOOLLEN	345	214	1	SV	0
06 Jul 2021	7905	WOOLLEN	295	182	1	SV	0
06 Jul 2021	7906	KIDS WEAR	580	352	1	MH	0
06 Jul 2021	7908	WOOLLEN	725	453	1	SV	0
06 Jul 2021	7909	WOOLLEN	495	296	1	SV	0
06 Jul 2021	7910	WOOLLEN	410	264	1	CH	0
06 Jul 2021	7911	TOP	795	567	42	BG	0
06 Jul 2021	7912	TOP	695	422	8	BG	0
06 Jul 2021	7913	TOP	1195	749	12	BG	0
06 Jul 2021	7914	TOP	895	567	23	BG	0
06 Jul 2021	7915	TOP	950	623	1	G	0
06 Jul 2021	7916	TOP	380	239	1	BG	0
06 Jul 2021	7917	TOP	520	327	1	BG	0
06 Jul 2021	7918	COAT	585	478	4	JN	0
06 Jul 2021	7919	MACROMAN	138	98	8	RAV	0
06 Jul 2021	7920	MACROMAN	125	88	4	RAV	0
06 Jul 2021	7921	MACROMAN	143	91	17	RAV	0
06 Jul 2021	7922	RUPA POCKET	155	113	1	RAV	0
06 Jul 2021	7923	RUPA VOLT	116	75	5	RAV	0
06 Jul 2021	7924	RUPA(RN95-100C))	120	68	12	RAV	0
06 Jul 2021	7925	GYM VEST	130	56	2	CH	0
06 Jul 2021	7926	SKC BEAUTY	86	69	2	RAV	0
06 Jul 2021	7928	ANKLE LEGGINGS	220	138	15	BG	0
06 Jul 2021	7929	SHORT	370	233	5	MH	0
06 Jul 2021	7930	UMBRELLA	295	176	2	CH	0
06 Jul 2021	7931	PRINCEE	1765	1159	14	BG	0
06 Jul 2021	7932	PRINCEE	1995	1310	3	BG	0
06 Jul 2021	7933	PRINCEE	2150	1386	2	BG	0
06 Jul 2021	7934	WESTERN WEAR	1450	913	1	MH	0
06 Jul 2021	7935	WESTERN WEAR	960	630	1	MH	0
06 Jul 2021	7936	POOJA	110	69	40	MH	0
06 Jul 2021	7937	RUPA POCKET	155	98	1	CH	0
06 Jul 2021	7938	GIFT BOX	290	176	6	BG	0
06 Jul 2021	7939	BABY TOWEL	325	195	4	BGCH	0
06 Jul 2021	7940	DHOTI	230	138	3	CH	0
06 Jul 2021	7941	DHOTI	220	132	6	CH	0
06 Jul 2021	7942	PLAZZO	280	176	0	CH	0
06 Jul 2021	7943	DHOTI	475	403	2	CH	0
06 Jul 2021	7945	DHOTI	345	296	1	CH	0
06 Jul 2021	7946	DHOTI	230	207	3	CH	0
06 Jul 2021	7947	DHOTI	325	283	1	CH	0
06 Jul 2021	7948	DHOTI	225	207	2	CH	0
06 Jul 2021	7950	DHOTI	225	132	15	CH	0
06 Jul 2021	7951	TOWEL	110	56	10	CH	0
06 Jul 2021	7952	TOWEL	130	80	2	CH	0
06 Jul 2021	7953	TOWEL	115	630	12	CH	0
06 Jul 2021	7954	DHOTI	240	277	7	CH	0
06 Jul 2021	7955	TOWEL	215	119	11	CH	0
06 Jul 2021	7956	TOWEL	135	88	18	CH	0
06 Jul 2021	7957	TOWEL	110	60	9	CH	0
06 Jul 2021	7958	TOWEL	110	56	26	CH	0
06 Jul 2021	7959	TOWEL	155	100	5	CH	0
06 Jul 2021	7960	TOWEL	135	88	8	CH	0
06 Jul 2021	7961	TOWEL	225	138	18	CH	0
06 Jul 2021	7962	TOWEL	135	88	6	CH	0
06 Jul 2021	7963	TOWEL	65	25	6	CH	0
06 Jul 2021	7964	TOWEL	65	34	22	CH	0
06 Jul 2021	7965	TOWEL	95	50	11	CH	0
06 Jul 2021	7966	SHOWEL	425	195	6	CH	0
06 Jul 2021	7968	SHOWEL	325	182	10	CH	0
06 Jul 2021	7970	SHOWEL	450	277	1	CH	0
06 Jul 2021	7971	DHOTI	210	138	1	CH	0
06 Jul 2021	7972	SHOWEL	265	163	3	CH	0
06 Jul 2021	7973	SHOWEL	345	195	5	CH	0
06 Jul 2021	7974	BEDSET	510	302	1	CH	0
06 Jul 2021	7975	BEDSET	250	1575	6	CH	0
06 Jul 2021	7976	BEDSET	270	163	4	CH	0
06 Jul 2021	7977	PILLOW COVER	90	50	3	CH	0
06 Jul 2021	7978	BEDSET	320	214	1	CH	0
06 Jul 2021	7980	SAREE	960	569	1	SC	0
06 Jul 2021	7981	BOYS PANT	495	252	1	N	0
06 Jul 2021	7982	JEANS PANT	595	415	1	N	0
06 Jul 2021	7983	LUNGI	185	132	49	RAO	0
06 Jul 2021	7984	COTTON FROCK	440	258	21	HC	0
06 Jul 2021	7985	WESTERN	970	572	1	MH	1
06 Jul 2021	7986	KIDS WEAR	975	905	1	M	1
06 Jul 2021	7987	KIDS WEAR	1150	1060	1	M	1
06 Jul 2021	7989	KIDS WEAR	750	561	1	CE	1
06 Jul 2021	7990	KIDS WEAR	1070	543	1	MH	1
06 Jul 2021	7991	KIDS WEAR	1150	855	1	MH	1
06 Jul 2021	7992	KURTHA	1235	971	8	B	1
06 Jul 2021	7993	KURTHA	1575	981	17	B	1
06 Jul 2021	7994	BABY WEAR	475	297	1	M	0
06 Jul 2021	7995	BABY WEAR	450	274	1	M	0
06 Jul 2021	7996	SWAL	125	56	49	CH	0
06 Jul 2021	7997	VALE	185	107	14	VL	0
06 Jul 2021	7998	PATAYALA PANT	595	504	8	GT	0
06 Jul 2021	7999	JEANS PANT	750	554	4	N	0
06 Jul 2021	8000	JEANS PANT	750	567	4	N	0
06 Jul 2021	8001	JEANS PANT	750	559	4	N	0
06 Jul 2021	8002	JEANS PANT	725	504	1	N	0
06 Jul 2021	8003	JEANS PANT	875	598	2	N	0
06 Jul 2021	8004	WESTERN	1470	984	3	M	1
06 Jul 2021	8005	WESTERN	1020	667	1	M	1
06 Jul 2021	8006	KIDS WEAR	740	434	1	MF	1
06 Jul 2021	8007	WESTERN	1280	756	6	MH	1
06 Jul 2021	8008	SHORT TOP	525	308	1	VB	0
