date	barCode	description	sellingPrice	landingPrice	quantity	partyName	withBox
06 Jul 2021	7304	KIDS SHIRT	480	283	5	MH	0
06 Jul 2021	7305	KIDS SHIRT	400	236	3	MH	0
06 Jul 2021	7306	KIDS SHIRT	460	268	6	MH	0
06 Jul 2021	7307	KIDS SHIRT	370	220	10	MH	0
06 Jul 2021	7308	KIDS SHIRT	470	275	11	MH	0
06 Jul 2021	7309	KIDS SHIRT	430	252	4	MH	0
06 Jul 2021	7310	KIDS WEAR	500	292	3	MH	0
06 Jul 2021	7311	FROCK	2380	1398	4	MH	1
06 Jul 2021	7312	BOX FROCK	1500	884	6	MH	1
06 Jul 2021	7313	FROCK	2040	1202	4	MH	1
06 Jul 2021	7314	FROCK	2040	102	4	MH	1
06 Jul 2021	7315	FROCK	1530	899	4	MH	1
06 Jul 2021	7316	BOY SHORTS	450	262	12	MH	0
06 Jul 2021	7317	BOY SHORTS	390	228	16	MH	0
06 Jul 2021	7318	BOY SHORTS	400	236	17	MH	0
06 Jul 2021	7319	BOY SHORTS	550	326	20	MH	0
06 Jul 2021	7320	BOY SHORTS	470	277	7	MH	0
06 Jul 2021	7321	SKC RUBY SLIP (85-90	86	70	2	RAV	0
06 Jul 2021	7322	LEHANGA	2880	1692	5	BG	0
06 Jul 2021	7323	LEHANGA	2880	1692	5	BG	0
06 Jul 2021	7324	LEHANGA	3100	1823	3	BG	0
06 Jul 2021	7325	LEHANGA	3250	1912	4	BG	0
06 Jul 2021	7326	LEHANGA	3360	1979	5	BG	0
06 Jul 2021	7327	LEHANGA	1810	1067	4	BG	0
06 Jul 2021	7328	LEHANGA	3390	1992	3	BG	0
06 Jul 2021	7329	LEHANGA	3340	1966	2	BG	0
06 Jul 2021	7330	LEHANGA	2600	1528	3	BG	0
06 Jul 2021	7331	MIDDY	1360	801	3	BG	0
06 Jul 2021	7332	CROP TOP	2090	1229	2	BG	0
06 Jul 2021	7333	MIDDY	1240	728	5	BG	0
06 Jul 2021	7334	MIDDY	1240	728	5	BG	0
06 Jul 2021	7335	MIDDY	1370	808	5	BG	0
06 Jul 2021	7336	MIDDY	1410	829	5	BG	0
06 Jul 2021	7337	MIDDY	1230	721	4	BG	0
06 Jul 2021	7338	MIDDY	1410	829	4	BG	0
06 Jul 2021	7339	CHUDI	1120	661	5	BG	0
06 Jul 2021	7340	MIDDY	1680	989	4	BG	0
06 Jul 2021	7341	CHUDI	1580	928	3	BG	0
06 Jul 2021	7342	MIDDY	2020	1189	1	BG	0
06 Jul 2021	7343	MIDDY	1780	1049	4	BG	0
06 Jul 2021	7344	MIDDY	1670	982	5	BG	0
06 Jul 2021	7345	CHUDI	2190	1288	4	BG	0
06 Jul 2021	7346	MIDDY	1790	1055	2	BG	0
06 Jul 2021	7347	MIDDY	1780	1049	3	BG	0
06 Jul 2021	7348	MIDDY	1700	1001	4	BG	0
06 Jul 2021	7349	MIDDY	1400	821	6	BG	0
06 Jul 2021	7350	MIDDY	1540	908	5	BG	0
06 Jul 2021	7351	AVON BRA OLLO	320	268	16	PA	0
06 Jul 2021	7352	AVON BRA ROYAL	265	223	19	PA	0
06 Jul 2021	7353	AVON BRA 2033	295	248	16	PA	0
06 Jul 2021	7354	AVON BRA CRAINE	185	154	16	PA	0
06 Jul 2021	7355	AVON BRA SPORTY	150	126	51	PA	0
06 Jul 2021	7356	AVON BRA NISHA	175	147	21	PA	0
06 Jul 2021	7357	AVON BRA PLAY	150	126	14	PA	0
06 Jul 2021	7358	AVON BRA SHARON	185	154	23	PA	0
06 Jul 2021	7359	AVON BRA MONITA	165	138	31	PA	0
06 Jul 2021	7360	AVON BRA ORVEE	255	214	11	PA	0
06 Jul 2021	7361	BRA	105	74	47	CH	0
06 Jul 2021	7362	BRA	115	83	34	CH	0
06 Jul 2021	7364	BRA	115	83	6	CH	0
06 Jul 2021	7365	JULIA BRA	110	73	16	CH	0
06 Jul 2021	7366	JULIA BRA	105	73	6	CH	0
06 Jul 2021	7367	BRA	100	70	15	CH	0
06 Jul 2021	7368	JULIA	115	83	4	CH	0
06 Jul 2021	7369	SKC RUBY	110	88	20	RAO	0
06 Jul 2021	7370	SKC RUBY SLIP (80-90)	100	79	9	RAO	0
06 Jul 2021	7371	SKC BEAUTY SLIP (80-90)	95	83	69	RAO	0
06 Jul 2021	7372	ESSA LADIES SHTS	100	75	2	RAO	0
06 Jul 2021	7373	LUX SHORTS	70	54	36	RAO	0
06 Jul 2021	7374	LUX SHORTS	80	63	20	RAO	0
06 Jul 2021	7375	ESSA DRAWER(	55	40	30	RAO	0
06 Jul 2021	7376	ESSA DREAWER-50-60	45	30	133	RAO	0
06 Jul 2021	7377	SKC ANGEL	108	68	3	RAO	0
06 Jul 2021	7378	SKC ANGEL	108	68	5	RAO	0
06 Jul 2021	7379	LUX	61	41	15	CH	0
06 Jul 2021	7380	DOLLAR 80-90	57	41	28	CH	0
06 Jul 2021	7381	LUX KARSHIMA 75	58	41	6	CH	0
06 Jul 2021	7382	ESSA JETTY	50	34	24	RAO	0
06 Jul 2021	7383	BABY CARE	60	32	10	RAO	0
06 Jul 2021	7384	JULIA PANTIE	90	56	24	CH	0
06 Jul 2021	7385	RUPA JOHN VOLT 80-90	116	85	2	CH	0
06 Jul 2021	7386	RUPA JOHN VOLT 80-90	129	95	1	CH	0
06 Jul 2021	7387	RUPA JOHN POCKET 80-90	142	93	4	CH	0
06 Jul 2021	7390	FAIR LADY -95	66	52	10	RAO	0
06 Jul 2021	7391	POOMEX POCKET 95-100	180	173	5	RAO	0
06 Jul 2021	7392	POOMEX POCKET 80	160	153	4	RAO	0
06 Jul 2021	7393	POOMEX BRIEF 95-100	115	91	2	RAO	0
06 Jul 2021	7394	POOMEX BRIEF 80	95	71	7	RAO	0
06 Jul 2021	7395	POOMEX VEST RN (W80-90)	96	76	16	RAO	0
06 Jul 2021	7396	POOMEX VEST RN (95-100)	115	104	5	RAO	0
06 Jul 2021	7397	POOMEX VEST RN (W80-90)	96	73	10	RAO	0
06 Jul 2021	7398	POOMEX VEST FLEXIBLE (W80)	110	90	7	RAO	0
06 Jul 2021	7399	POOMEX VEST FLEXIBLE RN (W95-100)	129	117	5	RAO	0
06 Jul 2021	7400	POOMEX VEST RNS (95-100)	139	136	7	RAO	0
06 Jul 2021	7401	POOMEX VEST RNS (C80-90)	110	100	5	RAO	0
06 Jul 2021	7402	POOMEX VEST RNS (W80-90)	107	98	20	RAO	0
06 Jul 2021	7403	POOMEX VEST RNS (C95-100))	174	148	7	RAO	0
06 Jul 2021	7404	POOMEX VEST RN GOLD (C95-100)	124	110	14	RAO	0
06 Jul 2021	7405	POOMEX VEST RN GLOD (C80-90)	107	88	17	RAO	0
06 Jul 2021	7406	FAIR LADY -80	65	44	3	RAO	0
06 Jul 2021	7407	FAIR LADY-95	70	47	4	RAO	0
06 Jul 2021	7408	FAIR LADY -80	60	42	3	RAO	0
06 Jul 2021	7411	TOP	410	240	1	BG	0
06 Jul 2021	7412	TOP	370	220	7	BG	0
06 Jul 2021	7413	TOP	460	268	3	BG	0
06 Jul 2021	7414	TOP	480	282	4	BG	0
06 Jul 2021	7415	TOP	480	280	5	BG	0
06 Jul 2021	7416	T-SHIRT	175	107	2	CH	0
06 Jul 2021	7418	WESTERN	940	550	1	MH	1
06 Jul 2021	7419	SAREE	1490	875	2	AC	0
06 Jul 2021	7420	SAREE	930	548	6	AC	1
06 Jul 2021	7421	SAREE	940	554	8	AC	1
06 Jul 2021	7422	SAREE	620	365	3	AC	1
06 Jul 2021	7423	SAREE	1740	1026	3	AC	1
06 Jul 2021	7424	SAREE	1850	1089	2	AC	1
06 Jul 2021	7425	SAREE	840	497	4	AC	1
06 Jul 2021	7426	SAREE	2120	1247	4	AC	1
06 Jul 2021	7427	SAREE	2030	1197	2	AC	1
06 Jul 2021	7428	SAREE	1395	693	9	AC	1
06 Jul 2021	7429	SAREE	2120	1247	4	AC	1
06 Jul 2021	7430	SAREE	2030	1197	2	AC	1
06 Jul 2021	7431	SAREE	2120	1247	2	AC	1
06 Jul 2021	7432	SAREE	1190	699	4	AC	1
06 Jul 2021	7433	SAREE	1160	680	7	AC	0
06 Jul 2021	7434	SAREE	1040	611	4	AC	0
06 Jul 2021	7435	DRESS PC	295	195	43	AC	0
06 Jul 2021	7436	SAREE	599	548	9	AC	0
06 Jul 2021	7437	SAREE	940	554	4	AC	0
06 Jul 2021	7438	BLOUSE READY MADE	380	189	12	AC	0
06 Jul 2021	7439	FROCK	950	561	5	HC	0
06 Jul 2021	7440	FROCK	1190	700	4	HC	0
06 Jul 2021	7441	FROCK	890	526	4	HC	0
06 Jul 2021	7442	CROP TOP	1280	754	4	HC	0
06 Jul 2021	7443	FROCK	1210	710	4	HC	0
06 Jul 2021	7444	MIDDY	1320	777	5	HC	0
06 Jul 2021	7445	FROCK	1410	831	6	HC	0
06 Jul 2021	7446	FROCK	1240	728	5	HC	0
06 Jul 2021	7447	MIDDY	1130	665	4	HC	0
06 Jul 2021	7452	FROCK	630	369	1	HC	0
06 Jul 2021	7455	FROCK	1130	667	4	HC	0
06 Jul 2021	7456	FROCK	1200	706	5	HC	0
06 Jul 2021	7457	MIDDY	1280	754	5	HC	0
06 Jul 2021	7458	MIDDY	1210	714	3	HC	0
06 Jul 2021	7459	FROCK	1220	718	5	HC	0
06 Jul 2021	7460	FROCK	1410	831	4	HC	0
06 Jul 2021	7461	FROCK	830	491	5	HC	0
06 Jul 2021	7462	FROCK	1410	831	3	HC	0
06 Jul 2021	7463	FROCK	1060	623	4	HC	0
06 Jul 2021	7464	FROCK	1310	768	5	HC	0
06 Jul 2021	7465	FROCK	850	498	5	HC	0
06 Jul 2021	7466	FROCK	685	304	7	HC	0
06 Jul 2021	7467	MIDDY	1330	781	5	HC	0
06 Jul 2021	7468	MIDDY	1550	914	5	HC	0
06 Jul 2021	7469	MIDDY	1550	913	5	HC	0
06 Jul 2021	7470	MIDDY	1000	589	4	HC	0
06 Jul 2021	7473	KIDS LEHANGA	1630	975	6	HC	0
06 Jul 2021	7474	KIDS LEHANGA	1450	854	7	HC	0
06 Jul 2021	7475	KIDS LEHANGA	1410	831	3	HC	0
06 Jul 2021	7476	FROCK	1280	754	4	HC	0
06 Jul 2021	7479	FROCK	410	329	16	HC	0
06 Jul 2021	7480	FROCK	960	567	5	HC	0
06 Jul 2021	7481	FROCK	985	442	9	HC	0
06 Jul 2021	7482	FROCK	795	360	7	HC	0
06 Jul 2021	7483	FROCK	825	383	8	HC	0
06 Jul 2021	7484	FROCK	1170	687	6	HC	0
06 Jul 2021	7485	FROCK	1050	453	7	HC	0
06 Jul 2021	7486	FROCK	1050	451	9	HC	0
06 Jul 2021	7487	FROCK	1050	423	8	HC	0
06 Jul 2021	7488	FROCK	985	415	5	HC	0
06 Jul 2021	7489	FROCK	585	308	9	HC	0
06 Jul 2021	7490	FROCK	985	390	9	HC	0
06 Jul 2021	7491	FROCK	895	409	9	HC	0
06 Jul 2021	7492	FROCK	640	376	7	HC	0
06 Jul 2021	7494	FROCK	995	441	4	HC	0
06 Jul 2021	7495	FROCK	825	441	10	HC	0
06 Jul 2021	7496	FROCK	1150	456	6	HC	0
06 Jul 2021	7497	FROCK	780	459	8	HC	0
06 Jul 2021	7498	FROCK	985	409	8	HC	0
06 Jul 2021	7499	WESTERN	2000	1175	2	MH	1
06 Jul 2021	7500	WESTERN	1370	803	3	MH	1
06 Jul 2021	7501	WESTERN	1220	716	3	MH	1
06 Jul 2021	7502	WESTERN	1430	842	2	MH	1
06 Jul 2021	7503	WESTERN	1370	803	2	MH	1
06 Jul 2021	7504	WESTERN	1480	868	2	MH	1
06 Jul 2021	7505	WESTERN	1900	1116	4	MH	1
06 Jul 2021	7506	WESTERN	1960	1155	3	MH	1
06 Jul 2021	7507	WESTERN	2020	1188	4	MH	1
06 Jul 2021	7508	WESTERN	1250	733	3	MH	1
06 Jul 2021	7509	WESTERN	1160	681	2	MH	1
06 Jul 2021	7510	WESTERN	2040	1200	12	MH	1
06 Jul 2021	7511	WESTERN	1820	1071	1	MH	1
06 Jul 2021	7512	WESTERN	2280	1344	5	MH	1
06 Jul 2021	7513	LADIES JEANS	950	559	7	N	0
06 Jul 2021	7514	LADIES JEANS	750	442	4	N	0
06 Jul 2021	7515	BOYS PANT	920	544	7	N	0
06 Jul 2021	7516	BOYS PANT	760	448	2	N	0
06 Jul 2021	7517	BOYS PANT	860	506	3	N	0
06 Jul 2021	7518	BOYS PANT	890	526	1	N	0
06 Jul 2021	7519	BOYS PANT	800	468	2	N	0
06 Jul 2021	7520	BOYS PANT	720	423	2	N	0
06 Jul 2021	7521	BOYS PANT	650	380	2	N	0
06 Jul 2021	7522	BOYS PANT	570	338	2	N	0
06 Jul 2021	7523	PANT	940	551	2	N	0
06 Jul 2021	7525	FROCK	395	182	2	HC	0
06 Jul 2021	7526	SHORT TOP	500	297	4	CH	0
06 Jul 2021	7527	SHORT TOP	430	254	5	CH	0
06 Jul 2021	7528	SHORT TOP	580	341	11	CH	0
06 Jul 2021	7529	SHORT TOP	570	337	1	CH	0
06 Jul 2021	7530	SHORT TOP	530	311	3	CH	0
06 Jul 2021	7531	SHORT TOP	620	362	2	CH	0
06 Jul 2021	7532	SHORT TOP	530	312	2	CH	0
06 Jul 2021	7533	SHORT TOP	530	312	2	CH	0
06 Jul 2021	7534	NIGHT PANT	350	231	5	CH	0
06 Jul 2021	7535	SHIRT	549	447	21	RK	1
06 Jul 2021	7536	SHIRT	599	491	6	RK	1
06 Jul 2021	7537	MACROMAN (90)	125	948	7	RAO	1
06 Jul 2021	7538	DIXCY SCOTT	50	47	30	RAO	0
06 Jul 2021	7539	DIXCY SCOTT	52	49	109	RAO	0
06 Jul 2021	7540	DIXCY SCOOT KIDS (W73))	56	52	19	RAO	0
06 Jul 2021	7541	POOMEX	119	113	23	RAO	0
06 Jul 2021	7542	POOMEX (95-100 RNS)	144	138	20	RAO	0
06 Jul 2021	7543	SKC KIDS (C 50-55)	49	36	14	RAO	0
06 Jul 2021	7544	SKC KIDS (C 65)	58	45	13	RAO	0
06 Jul 2021	7545	SKC VEST	67	50	20	RAO	0
06 Jul 2021	7546	SKC COLOUR VEST RN	91	68	20	RAO	0
06 Jul 2021	7547	SKC VEST	77	56	10	RAO	0
06 Jul 2021	7548	SKC VEST (60-70)	76	40	15	RAO	0
06 Jul 2021	7549	TURKEY TOWEL	320	189	7	CH	0
06 Jul 2021	7550	TURKEY TOWEL	265	144	16	CH	0
06 Jul 2021	7551	TURKEY TOWEL	200	138	6	CH	0
06 Jul 2021	7552	TURKEY TOWEL	180	113	10	CH	0
06 Jul 2021	7553	TURKEY TOWEL	150	100	2	CH	0
06 Jul 2021	7554	PARKER	885	693	28	RK	0
06 Jul 2021	7555	SHIRT	769	604	58	RK	1
06 Jul 2021	7556	PARKER	675	535	6	RK	0
06 Jul 2021	7557	PARKER	585	459	9	RK	0
06 Jul 2021	7558	PARKER	765	598	6	RK	0
06 Jul 2021	7559	PARKER	769	604	5	RK	0
06 Jul 2021	7560	LEGGINGS KIDS	125	88	41	CH	0
06 Jul 2021	7561	KURTA	1120	661	12	CE	1
06 Jul 2021	7562	KURTA	960	567	17	CE	1
06 Jul 2021	7563	KURTA	840	497	31	CE	1
06 Jul 2021	7564	KURTA	710	415	21	CE	1
06 Jul 2021	7565	KURTA	750	441	37	CE	1
06 Jul 2021	7566	KURTA	960	567	9	CE	1
06 Jul 2021	7567	KURTA	840	497	44	CE	1
06 Jul 2021	7568	SUIT	7299	3899	2	CE	0
06 Jul 2021	7569	SUIT	7499	4025	2	CE	0
06 Jul 2021	7570	SUIT	8499	4277	3	CE	0
06 Jul 2021	7571	BLAZERS	2800	1386	17	CE	0
06 Jul 2021	7572	BLAZERS	3150	1512	5	CE	0
06 Jul 2021	7573	SUIT	7999	4025	1	CE	0
06 Jul 2021	7574	KIDS WEAR	1320	778	3	MH	1
06 Jul 2021	7575	KIDS WEAR	1290	757	3	MH	1
06 Jul 2021	7576	KIDS WEAR	1250	734	3	MH	1
06 Jul 2021	7577	KIDS WEAR	1390	816	3	MH	1
06 Jul 2021	7578	KIDS WEAR	1270	749	3	MH	1
06 Jul 2021	7579	KIDS WEAR	1220	716	3	MH	1
06 Jul 2021	7580	KIDS WEAR	1220	718	3	MH	1
06 Jul 2021	7581	KIDS WEAR	1280	753	3	MH	1
06 Jul 2021	7582	KIDS WEAR	1330	782	3	MH	1
06 Jul 2021	7583	KIDS WEAR	590	582	3	MH	0
06 Jul 2021	7584	KIDS WEAR	860	507	6	MH	0
06 Jul 2021	7585	KIDS WEAR	1140	671	3	MH	0
06 Jul 2021	7586	KIDS WEAR	810	475	2	MH	0
06 Jul 2021	7587	JEANS PANT	480	283	6	N	0
06 Jul 2021	7588	BOYS PANT	430	255	9	N	0
06 Jul 2021	7589	JEANS PANT	430	255	15	N	0
06 Jul 2021	7594	JEANS PANT	470	275	5	N	0
06 Jul 2021	7595	JEANS PANT	590	345	10	N	0
06 Jul 2021	7596	PANT	1010	594	4	N	0
06 Jul 2021	7597	PANT	1040	609	4	N	0
06 Jul 2021	7600	PANT	950	560	8	N	0
06 Jul 2021	7601	PANT	930	546	4	N	0
06 Jul 2021	7602	PANT	920	539	4	N	0
06 Jul 2021	7603	BOYS PANT	1070	627	8	N	0
06 Jul 2021	7604	BOYS PANT	850	502	4	N	0
06 Jul 2021	7605	BOYS PANT	710	420	3	N	0
06 Jul 2021	7606	BOYS PANT	540	317	6	N	0
06 Jul 2021	7607	BOYS PANT	730	427	2	N	0
06 Jul 2021	7608	BOYS PANT	780	456	7	N	0
06 Jul 2021	7609	BOYS PANT	760	448	2	N	0
06 Jul 2021	7610	PANT	560	330	2	N	0
06 Jul 2021	7611	BOYS PANT	760	448	2	N	0
06 Jul 2021	7612	BOYS PANT	780	456	2	N	0
06 Jul 2021	7613	BOYS PANT	800	471	1	N	0
06 Jul 2021	7614	PANT	780	456	2	N	0
06 Jul 2021	7615	BOYS PANT	850	501	2	N	0
06 Jul 2021	7616	PANT	800	471	2	N	0
06 Jul 2021	7617	BOYS PANT	750	443	2	N	0
06 Jul 2021	7618	BOYS PANT	800	471	2	N	0
06 Jul 2021	7619	BOYS PANT	760	448	2	N	0
06 Jul 2021	7620	SAREE	950	560	9	AC	1
06 Jul 2021	7621	SAREE	1270	749	3	AC	1
06 Jul 2021	7622	SAREE	1200	705	2	AC	1
06 Jul 2021	7623	SAREE	1230	724	8	AC	1
06 Jul 2021	7624	POOMEX	118	113	5	PD	0
06 Jul 2021	7625	POOMEX	105	99	20	PD	0
06 Jul 2021	7626	POOMEX VEST RN (W95-100)	125	118	78	PD	0
06 Jul 2021	7627	POOMEX	125	118	20	PD	0
06 Jul 2021	7628	POOMEX	150	143	10	PD	0
06 Jul 2021	7629	POOMEX POCKET (80-85)	157	149	10	PD	0
06 Jul 2021	7630	POOMEX POCKET 85-90	173	165	47	PD	0
06 Jul 2021	7631	POOMEX POCKET (95-100)	195	186	10	PD	0
06 Jul 2021	7632	FANCY SHIRT	849	598	2	AA	1
06 Jul 2021	7633	SHIRT	849	724	16	AA	1
06 Jul 2021	7634	SHIRT	849	724	6	AA	1
06 Jul 2021	7635	FANCY SHIRT	1205	989	14	ME	0
06 Jul 2021	7636	FANCY SHIRT	1235	989	35	ME	0
06 Jul 2021	7637	FANCY SHIRT	1155	989	3	ME	0
06 Jul 2021	7638	POOMEX	77	61	20	RAO	0
06 Jul 2021	7639	SKC VEST	91	69	30	RAO	0
06 Jul 2021	7640	SKC VEST	96	74	40	RAO	0
06 Jul 2021	7641	SKC VEST	112	80	20	RAO	0
06 Jul 2021	7642	SKC VEST	120	85	40	RAO	0
06 Jul 2021	7643	SKC VEST	119	84	20	RAO	0
06 Jul 2021	7644	SKC VEST	119	91	20	RAO	0
06 Jul 2021	7645	SKC VEST	133	99	10	RAO	0
06 Jul 2021	7646	SKC VEST	133	107	10	RAO	0
06 Jul 2021	7647	SKC VEST	91	73	10	RAO	0
06 Jul 2021	7648	SKC VEST	112	81	10	RAO	0
06 Jul 2021	7649	POOMEX	99	95	30	RAO	0
06 Jul 2021	7650	POOMEX	119	114	35	RAO	0
06 Jul 2021	7651	RUPA VOLT	116	86	60	RAO	0
06 Jul 2021	7652	RUPA VOLT	129	97	60	RAO	0
06 Jul 2021	7653	RUPA POCKET(80-90)	142	102	60	RAO	0
06 Jul 2021	7654	RUPA POCKET(95-100	155	118	20	RAO	0
06 Jul 2021	7655	POOMEX	150	144	20	RAO	0
06 Jul 2021	7656	POOMEX	165	160	40	RAO	0
06 Jul 2021	7657	POOMEX	186	180	20	RAO	0
06 Jul 2021	7658	CHUDI	1450	781	1	BG	0
06 Jul 2021	7659	KIDS SHIRT	570	333	2	MH	0
06 Jul 2021	7660	KIDS SHIRT	450	264	3	MH	0
06 Jul 2021	7661	KIDS SHIRT	620	365	1	MH	0
06 Jul 2021	7662	BOYS SHIRT	625	453	1	MH	0
06 Jul 2021	7663	FROCK	1650	1197	3	BG	0
06 Jul 2021	7664	CHUDI	1995	1625	2	BG	0
06 Jul 2021	7665	KIDS SHIRT	475	308	6	MH	0
06 Jul 2021	7666	KIDS SHIRT	370	220	7	MH	0
06 Jul 2021	7667	BOYS SHIRT	465	264	5	MH	0
06 Jul 2021	7668	BOYS SHIRT	495	277	4	MR	0
06 Jul 2021	7669	BOYS SHIRT	460	270	3	MH	0
06 Jul 2021	7670	BOYS SHIRT	590	346	2	MH	0
06 Jul 2021	7671	BOYS SHIRT	450	264	2	MR	0
06 Jul 2021	7673	BOYS SHIRT	550	346	2	MR	0
06 Jul 2021	7674	SHORT TOP	450	264	1	M	0
06 Jul 2021	7675	SHORT TOP	460	270	2	M	0
06 Jul 2021	7676	SHORT TOP	700	409	2	M	0
06 Jul 2021	7677	LADIES JEANS	660	390	3	M	0
06 Jul 2021	7679	PANT	860	504	4	N	0
06 Jul 2021	7681	KIDS WEAR	1060	623	1	M	1
06 Jul 2021	7682	KIDS WEAR	599	346	1	M	1
06 Jul 2021	7683	KIDS WEAR	825	592	1	M	1
06 Jul 2021	7684	KIDS WEAR	599	346	1	M	1
06 Jul 2021	7685	JEANS PANT	750	579	1	N	0
06 Jul 2021	7686	BOYS PANT	555	396	4	N	0
06 Jul 2021	7687	PANT	800	497	7	N	0
06 Jul 2021	7688	JEANS PANT	495	317	2	N	0
06 Jul 2021	7689	PANT	495	317	3	N	0
06 Jul 2021	7690	JEANS PANT	690	403	1	N	0
06 Jul 2021	7691	LADIES JEANS	620	359	9	N	0
06 Jul 2021	7692	BOYS PANT	725	516	2	N	0
06 Jul 2021	7693	TOP	950	617	3	GT	0
06 Jul 2021	7694	TOP	475	302	2	VL	0
06 Jul 2021	7695	TOP	495	302	4	B	0
06 Jul 2021	7696	TOP	595	327	3	B	0
06 Jul 2021	7697	TOP	750	453	3	B	0
06 Jul 2021	7698	TOP	750	453	2	B	0
06 Jul 2021	7699	TOP	495	327	6	B	0
06 Jul 2021	7700	TOP	760	415	2	B	0
06 Jul 2021	7701	TOP	685	415	3	B	0
06 Jul 2021	7702	SHIRT	699	573	2	RK	0
06 Jul 2021	7703	SHIRT	799	655	4	RK	0
06 Jul 2021	7704	SHIRT	599	491	2	RK	0
06 Jul 2021	7705	SHIRT	769	630	24	RK	0
06 Jul 2021	7706	SHIRT	669	548	5	RK	0
06 Jul 2021	7707	SHIRT	675	554	6	RK	0
06 Jul 2021	7708	SHIRT	699	573	5	RK	1
06 Jul 2021	7709	SHIRT	799	655	5	RK	0
06 Jul 2021	7710	SHIRT	599	491	2	RK	0
06 Jul 2021	7711	SHIRT	649	529	1	RK	1
06 Jul 2021	7712	LEHANGA	4150	2595	1	RK	0
06 Jul 2021	7713	LEHANGA	5175	3042	1	RK	0
06 Jul 2021	7714	LEHANGA	2450	1449	1	AC	0
06 Jul 2021	7715	SAREE	960	617	4	AC	0
06 Jul 2021	7716	SAREE	960	617	1	AC	0
06 Jul 2021	7717	SAREE	1170	705	5	AC	0
06 Jul 2021	7719	SAREE	555	333	2	AC	0
06 Jul 2021	7720	SAREE	685	453	2	AC	0
06 Jul 2021	7721	SAREE	1250	749	2	AC	0
06 Jul 2021	7722	SAREE	2060	1290	1	AC	0
06 Jul 2021	7724	SAREE	350	176	2	AC	0
06 Jul 2021	7725	SAREE	450	264	1	AC	0
06 Jul 2021	7726	SAREE	1520	932	1	AC	0
06 Jul 2021	7727	SAREE	690	403	2	AC	0
06 Jul 2021	7728	DRESS PC	960	567	1	AC	0
06 Jul 2021	7729	DRESS PC	1110	655	6	AC	0
06 Jul 2021	7730	DRESS PC	855	535	1	AC	0
06 Jul 2021	7732	LEHANGA	3150	1827	2	AC	0
06 Jul 2021	7733	DRESS PC	1110	655	1	PN	0
06 Jul 2021	7734	SHORT TOP	830	504	1	PN	0
06 Jul 2021	7735	CHUDI	1310	793	2	BR	0
06 Jul 2021	7736	PATIALA	960	592	1	B	0
06 Jul 2021	7737	CHUDI	1930	1134	1	B	0
06 Jul 2021	7738	CHUDI	1610	945	6	BR	0
06 Jul 2021	7739	CHUDI	2225	1386	2	BR	0
06 Jul 2021	7740	CHUDI	1950	1134	2	BR	0
06 Jul 2021	7741	CHUDI	1820	1071	2	BR	0
06 Jul 2021	7742	MIDDY	515	289	4	BR	0
06 Jul 2021	7743	MIDDY	370	226	9	BR	0
06 Jul 2021	7744	MIDDY	865	491	2	HC	0
06 Jul 2021	7745	FROCK	1805	1071	2	H	0
06 Jul 2021	7746	CHUDI	1850	1253	1	H	0
06 Jul 2021	7747	CHUDI	1050	693	3	H	0
06 Jul 2021	7748	FROCK	995	604	2	H	0
06 Jul 2021	7749	FROCK	945	554	2	H	0
06 Jul 2021	7750	CHUDI	1070	667	2	H	0
06 Jul 2021	7751	MIDDY	1450	882	3	H	0
06 Jul 2021	7752	CHUDI	1980	1171	1	H	0
06 Jul 2021	7753	MIDDY	1490	882	2	H	0
06 Jul 2021	7754	CHUDI	2300	1449	1	BG	0
06 Jul 2021	7755	COMBO	599	239	2	CH	0
06 Jul 2021	7757	COMBO	629	327	2	CH	0
06 Jul 2021	7758	COMBO	649	352	3	CH	0
06 Jul 2021	7759	FROCK	1895	1134	1	HC	0
06 Jul 2021	7761	FROCK	1350	1001	2	BG	0
06 Jul 2021	7762	FROCK	495	296	7	BG	0
06 Jul 2021	7763	FROCK	590	365	2	BG	0
06 Jul 2021	7765	WESTERN	1500	882	1	M	1
06 Jul 2021	7766	WESTERN	700	453	1	M	1
06 Jul 2021	7767	WESTERN	1450	863	1	M	1
06 Jul 2021	7768	WESTERN	930	604	1	M	1
06 Jul 2021	7769	WESTERN	820	604	1	M	1
06 Jul 2021	7770	WESTERN	925	665	1	M	1
06 Jul 2021	7771	WESTERN	1000	630	1	M	1
06 Jul 2021	7772	WESTERN	1070	636	1	M	1
06 Jul 2021	7773	COMBO	599	226	1	CH	0
06 Jul 2021	7774	COMBO	599	283	1	CH	0
06 Jul 2021	7775	WESTERN	1170	693	1	CH	1
06 Jul 2021	7777	LADIES JEANS	610	359	1	CH	0
06 Jul 2021	7778	KIDS WEAR	780	457	1	M	1
06 Jul 2021	7779	TSHIRT	470	277	8	SE	0
06 Jul 2021	7780	TSHIRT	470	277	9	SE	0
06 Jul 2021	7781	TSHIRT	170	100	32	SE	0
06 Jul 2021	7782	NIGHT PANT	375	274	10	SE	0
06 Jul 2021	7783	SHORTS	375	274	27	SE	0
06 Jul 2021	7784	NIGHT PANT	270	157	3	MH	0
06 Jul 2021	7785	TSHIRT	185	107	3	MH	0
06 Jul 2021	7787	TSHIRT	280	170	1	MH	0
06 Jul 2021	7788	TSHIRT	170	100	7	MH	0
06 Jul 2021	7789	TSHIRT	260	151	13	MH	0
